timestamp,pid,value,device_serial,device_number,entry_time
1552633398000.0000000000,26,0E-10,A01A3A,5,1552633398000
1552633398250.0000000000,26,0.1230080000,A01A3A,5,1552633398000
1552633398500.0000000000,26,0.1550410000,A01A3A,5,1552633398000
1552633398750.0000000000,26,0.1550410000,A01A3A,5,1552633398000
1552633399000.0000000000,26,0.1588850000,A01A3A,5,1552633398000
1552633399250.0000000000,26,0.1576040000,A01A3A,5,1552633398000
1552633399500.0000000000,26,0.1563220000,A01A3A,5,1552633398000
1552633399750.0000000000,26,0.1576040000,A01A3A,5,1552633398000
1552633400000.0000000000,26,0.1576040000,A01A3A,5,1552633398000
1552633400250.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633400500.0000000000,26,0.1576040000,A01A3A,5,1552633398000
1552633400750.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633401000.0000000000,26,0.1588850000,A01A3A,5,1552633398000
1552633401250.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633401500.0000000000,26,0.1588850000,A01A3A,5,1552633398000
1552633401750.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633402000.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633402250.0000000000,26,0.1576040000,A01A3A,5,1552633398000
1552633402500.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633402750.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633403000.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633403250.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633403500.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633403750.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633404000.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633404250.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633404500.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633404750.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633405000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633405250.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633405500.0000000000,26,0.1588850000,A01A3A,5,1552633398000
1552633405750.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633406000.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633406250.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633406500.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633406750.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633407000.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633407250.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633407500.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633407750.0000000000,26,0.1588850000,A01A3A,5,1552633398000
1552633408000.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633408250.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633408500.0000000000,26,0.1614480000,A01A3A,5,1552633398000
1552633408750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633409000.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633409250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633409500.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633409750.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633410000.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633410250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633410500.0000000000,26,0.1601660000,A01A3A,5,1552633398000
1552633410750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633411000.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633411250.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633411500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633411750.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633412000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633412250.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633412500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633412750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633413000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633413250.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633413500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633413750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633414000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633414250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633414500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633414750.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633415000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633415250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633415500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633415750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633416000.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633416250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633416500.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633416750.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633417000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633417250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633417500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633417750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633418000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633418250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633418500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633418750.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633419000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633419250.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633419500.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633419750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633420000.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633420250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633420500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633420750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633421000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633421250.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633421500.0000000000,26,0.1627290000,A01A3A,5,1552633398000
1552633421750.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633422000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633422250.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633422500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633422750.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633423000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633423250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633423500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633423750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633424000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633424250.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633424500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633424750.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633425000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633425250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633425500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633425750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633426000.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633426250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633426500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633426750.0000000000,26,0.1640100000,A01A3A,5,1552633398000
1552633427000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633427250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633427500.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633427750.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633428000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633428250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633428500.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633428750.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633429000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633429250.0000000000,26,0.1652920000,A01A3A,5,1552633398000
1552633429500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633429750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633430000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633430250.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633430500.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633430750.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633431000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633431250.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633431500.0000000000,26,0.1704170000,A01A3A,5,1552633398000
1552633431750.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633432000.0000000000,26,0.1704170000,A01A3A,5,1552633398000
1552633432250.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633432500.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633432750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633433000.0000000000,26,0.1716980000,A01A3A,5,1552633398000
1552633433250.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633433500.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633433750.0000000000,26,0.1704170000,A01A3A,5,1552633398000
1552633434000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633434250.0000000000,26,0.1704170000,A01A3A,5,1552633398000
1552633434500.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633434750.0000000000,26,0.1716980000,A01A3A,5,1552633398000
1552633435000.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633435250.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633435500.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633435750.0000000000,26,0.1678540000,A01A3A,5,1552633398000
1552633436000.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633436250.0000000000,26,0.1665730000,A01A3A,5,1552633398000
1552633436500.0000000000,26,0.1691360000,A01A3A,5,1552633398000
1552633436750.0000000000,26,0.1665730000,A01A3A,5,1552633398000
