timestamp,pid,value,device_serial,device_number,entry_time
1552029460000.0000000000,18,59.0000000000,A01A3A,5,1552029460000
1552029461000.0000000000,18,58.5000000000,A01A3A,5,1552029460000
1552029462000.0000000000,18,66.6700000000,A01A3A,5,1552029460000
1552029463000.0000000000,18,71.2500000000,A01A3A,5,1552029460000
1552029464000.0000000000,18,67.8000000000,A01A3A,5,1552029460000
1552029465000.0000000000,18,65.5000000000,A01A3A,5,1552029460000
1552029466000.0000000000,18,63.8600000000,A01A3A,5,1552029460000
1552029467000.0000000000,18,62.6200000000,A01A3A,5,1552029460000
1552029468000.0000000000,18,61.6700000000,A01A3A,5,1552029460000
1552029469000.0000000000,18,60.9000000000,A01A3A,5,1552029460000
1552029470000.0000000000,18,60.2700000000,A01A3A,5,1552029460000
1552029471000.0000000000,18,59.7500000000,A01A3A,5,1552029460000
1552029472000.0000000000,18,59.3800000000,A01A3A,5,1552029460000
1552029473000.0000000000,18,59.0700000000,A01A3A,5,1552029460000
1552029474000.0000000000,18,58.8700000000,A01A3A,5,1552029460000
1552029475000.0000000000,18,58.7500000000,A01A3A,5,1552029460000
1552029476000.0000000000,18,58.6500000000,A01A3A,5,1552029460000
1552029477000.0000000000,18,58.5600000000,A01A3A,5,1552029460000
1552029478000.0000000000,18,58.4700000000,A01A3A,5,1552029460000
1552029479000.0000000000,18,58.3500000000,A01A3A,5,1552029460000
1552029480000.0000000000,18,58.2400000000,A01A3A,5,1552029460000
1552029481000.0000000000,18,58.1400000000,A01A3A,5,1552029460000
1552029482000.0000000000,18,58.0400000000,A01A3A,5,1552029460000
1552029483000.0000000000,18,57.9600000000,A01A3A,5,1552029460000
1552029484000.0000000000,18,57.8400000000,A01A3A,5,1552029460000
1552029485000.0000000000,18,57.7300000000,A01A3A,5,1552029460000
1552029486000.0000000000,18,57.6300000000,A01A3A,5,1552029460000
1552029487000.0000000000,18,57.5400000000,A01A3A,5,1552029460000
1552029488000.0000000000,18,57.4500000000,A01A3A,5,1552029460000
1552029489000.0000000000,18,57.3700000000,A01A3A,5,1552029460000
1552029490000.0000000000,18,57.2900000000,A01A3A,5,1552029460000
1552029491000.0000000000,18,57.2500000000,A01A3A,5,1552029460000
1552029492000.0000000000,18,57.2100000000,A01A3A,5,1552029460000
1552029493000.0000000000,18,57.1800000000,A01A3A,5,1552029460000
1552029494000.0000000000,18,57.1400000000,A01A3A,5,1552029460000
1552029495000.0000000000,18,57.1400000000,A01A3A,5,1552029460000
1552029496000.0000000000,18,57.1100000000,A01A3A,5,1552029460000
1552029497000.0000000000,18,57.1100000000,A01A3A,5,1552029460000
1552029498000.0000000000,18,57.1000000000,A01A3A,5,1552029460000
1552029499000.0000000000,18,57.1000000000,A01A3A,5,1552029460000
1552029500000.0000000000,18,57.1000000000,A01A3A,5,1552029460000
1552029501000.0000000000,18,57.1000000000,A01A3A,5,1552029460000
1552029502000.0000000000,18,57.0700000000,A01A3A,5,1552029460000
1552029503000.0000000000,18,57.0700000000,A01A3A,5,1552029460000
1552029504000.0000000000,18,57.0900000000,A01A3A,5,1552029460000
1552029505000.0000000000,18,57.1300000000,A01A3A,5,1552029460000
1552029506000.0000000000,18,57.1700000000,A01A3A,5,1552029460000
1552029507000.0000000000,18,57.2300000000,A01A3A,5,1552029460000
1552029508000.0000000000,18,57.2900000000,A01A3A,5,1552029460000
